place,link,rating,city,category,fee,alamat,deskripsi
Bebek Bengil,https://www.google.com/maps/place/Bebek+Bengil/data=!4m7!3m6!1s0x2dd23d723f1e6ee5:0xb1b3fbe249c74f02!8m2!3d-8.5177232!4d115.2637002!16s%2Fg%2F1td6js3k!19sChIJ5W4eP3I90i0RAk_HSeL7s7E?authuser=0&hl=id&rclk=1,"4,3",Bali,Kuliner,165000,"Jl. Hanoman, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Bebek Bengil Ubud
The Blanco Renaissance Museum,https://www.google.com/maps/place/The+Blanco+Renaissance+Museum/data=!4m7!3m6!1s0x2dd23d3de1f0053d:0x3c7b62c135ac609!8m2!3d-8.5049558!4d115.2541995!16s%2Fm%2F05b4lcd!19sChIJPQXw4T090i0RCcZaEyy2xwM?authuser=0&hl=id&rclk=1,"4,3",Bali,"Edukasi, Anak",55000,"Jl. Raya Campuhan, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",The Blanco Renaissance Museum
Neka Art Museum,https://www.google.com/maps/place/Neka+Art+Museum/data=!4m7!3m6!1s0x2dd23d1288aeedfb:0xf2a74dcfe819a3a!8m2!3d-8.4924592!4d115.2535174!16s%2Fm%2F05b5rhh!19sChIJ--2uiBI90i0ROpqB_tx0Kg8?authuser=0&hl=id&rclk=1,"4,5",Bali,"Edukasi, Anak",150000,"Jalan Raya Sanggingan Campuhan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Neka Art Museum
Folk Pool & Gardens,https://www.google.com/maps/place/Folk+Pool+%26+Gardens/data=!4m7!3m6!1s0x2dd23d6d312ec233:0x1fa9dbb0c25060ab!8m2!3d-8.5139603!4d115.2605443!16s%2Fg%2F11cjj07gmw!19sChIJM8IuMW090i0Rq2BQwrDbqR8?authuser=0&hl=id&rclk=1,"4,4",Bali,lainnya,50000,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Folk Pool & Gardens
Pura Samuan Tiga,https://www.google.com/maps/place/Pura+Samuan+Tiga/data=!4m7!3m6!1s0x2dd2162d50139615:0xf2d2078f913edfcd!8m2!3d-8.523841!4d115.294948!16s%2Fg%2F1pzqvlwn_!19sChIJFZYTUC0W0i0Rzd8-kY8H0vI?authuser=0&hl=id&rclk=1,"4,8",Bali,Sejarah,0,"Jl. Pura Samuan Tiga, Bedulu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 50581, Indonesia",Pura Samuan Tiga
Ubud Inn Cottage,https://www.google.com/maps/place/Ubud+Inn+Cottage/data=!4m10!3m9!1s0x2dd23d72ab92bc77:0xabf424c518ef1084!5m2!4m1!1i2!8m2!3d-8.5157318!4d115.2605133!16s%2Fg%2F1pzsnpsf8!19sChIJd7ySq3I90i0RhBDvGMUk9Ks?authuser=0&hl=id&rclk=1,"4,4",Bali,Healing,487746,"F7M6+P62, Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud Inn & Spa
Komaneka Fine Art Gallery,https://www.google.com/maps/place/Komaneka+Fine+Art+Gallery/data=!4m7!3m6!1s0x2dd23d6cdafec279:0xf4c2e32436a12649!8m2!3d-8.512577!4d115.2613275!16s%2Fg%2F11h0z2mhl!19sChIJecL-2mw90i0RSSahNiTjwvQ?authuser=0&hl=id&rclk=1,"4,6",Bali,"Edukasi, Anak",15000,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Komaneka Fine Art Gallery
Pyramids Of Chi,https://www.google.com/maps/place/Pyramids+Of+Chi/data=!4m7!3m6!1s0x2dd222b6eb1fc5fd:0x60ffbe307ff81277!8m2!3d-8.4786255!4d115.2642886!16s%2Fg%2F11bwm71s53!19sChIJ_cUf67Yi0i0RdxL4fzC-_2A?authuser=0&hl=id&rclk=1,"4,3",Bali,healing,300000,"Banjar Bentuyung Ubud, Jalan Kelebang Moding No.22, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80571, Indonesia",Pyramids Of Chi
Visesa Ubud Resort,https://www.google.com/maps/place/Visesa+Ubud+Resort/data=!4m10!3m9!1s0x2dd23d4bb923195d:0xfd5fabcae2ec446!5m2!4m1!1i2!8m2!3d-8.4902323!4d115.2650624!16s%2Fg%2F11bz__nmq7!19sChIJXRkjuUs90i0RRsQurrz61Q8?authuser=0&hl=id&rclk=1,"4,6",Bali,Healing,1442308,"Visesa Ubud Resort, Jl. Suweta, Bentuyung Sakti, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Desa Visesa Ubud
Hujan Locale,https://www.google.com/maps/place/Hujan+Locale/data=!4m7!3m6!1s0x2dd23d4f53d597a3:0x46f26e5d7a6aee8!8m2!3d-8.5073!4d115.265031!16s%2Fg%2F11b7w2_dqg!19sChIJo5fVU0890i0R6K6m1-UmbwQ?authuser=0&hl=id&rclk=1,"4,6",Bali,Kuliner,400000,"Jl. Sri Wedari No.5, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Hujan Locale: Modern Indonesian Restaurant
The Purist Villas,https://www.google.com/maps/place/The+Purist+Villas/data=!4m10!3m9!1s0x2dd23da03ec8fff9:0x19c07a4e7a21d2ab!5m2!4m1!1i2!8m2!3d-8.494914!4d115.270393!16s%2Fg%2F1t_6jyq0!19sChIJ-f_IPqA90i0Rq9Ihek56wBk?authuser=0&hl=id&rclk=1,"4,7",Bali,Healing,2152063,"Jl. Tirta Tawar, Banjar Kutuh Kaja, Ubud, Petulu, Gianyar, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",The Purist Villas
Firefly Eco Lodge,https://www.google.com/maps/place/Firefly+Eco+Lodge/data=!4m10!3m9!1s0x2dd23d2bc7f62cbd:0xef5a413151bcbf0f!5m2!4m1!1i2!8m2!3d-8.514241!4d115.2736019!16s%2Fg%2F11gjmb9tgq!19sChIJvSz2xys90i0RD7-8UTFBWu8?authuser=0&hl=id&rclk=1,"4,6",Bali,Healing,719829,"Jl. Gn. Sari Br. Ambengan No.9, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Firefly Eco Lodge
Mount Batur Sunrise Trekking,https://www.google.com/maps/place/Mount+Batur+Sunrise+Trekking/data=!4m7!3m6!1s0x2dd1f7daace76789:0x33fb821c104c04c5!8m2!3d-8.518486!4d115.26293!16s%2Fg%2F11g0sswq1f!19sChIJiWfnrNr30S0RxQRMEByC-zM?authuser=0&hl=id&rclk=1,5,Bali,Alam,255000,"Jl. Raya Gentong, Tegallalang, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Mount Batur Sunrise Trekking
Downtown Ubud,https://www.google.com/maps/place/Downtown+Ubud/data=!4m7!3m6!1s0x2dd23d6b06e76bf7:0x4a0eb1f659c0bde9!8m2!3d-8.508216!4d115.2627726!16s%2Fg%2F11df2jkhjz!19sChIJ92vnBms90i0R6b3AWfaxDko?authuser=0&hl=id&rclk=1,"4,4",Bali,Kuliner,50000,"Ubud, Gianyar Regency, Bali, Indonesia",Ubud
Uma Kalai | Luxury Boutique Resort | Wedding Destination,https://www.google.com/maps/place/Uma+Kalai+%7C+Luxury+Boutique+Resort+%7C+Wedding+Destination/data=!4m10!3m9!1s0x2dd23d467fa617d3:0xa2f69baa169cd57f!5m2!4m1!1i2!8m2!3d-8.5129657!4d115.2379046!16s%2Fg%2F1hf2hvwd9!19sChIJ0xemf0Y90i0Rf9WcFqqb9qI?authuser=0&hl=id&rclk=1,5,Bali,Klub,3570000,"Sayan, Ubud, Gianyar Regency, Bali 80571, Indonesia",Uma Kalai
The Klub at Courtyard by Marriott Bali Nusa Dua,https://www.google.com/maps/place/The+Beach+Club+at+Courtyard+by+Marriott+Bali+Nusa+Dua/data=!4m7!3m6!1s0x2dd242d7d5ea1a85:0xf859c23c145603bb!8m2!3d-8.8026195!4d115.2359952!16s%2Fg%2F1pv6z1tsj!19sChIJhRrq1ddC0i0RuwNWFDzCWfg?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,100000,"Peninsula Beach, Nusa Dua, Benoa, South Kuta, Badung Regency, Bali 80363, Indonesia",The Beach Club at Courtyard by Marriott Bali Nusa Resort Dua
Sakala Klub,https://www.google.com/maps/place/Sakala+Beach+Club/data=!4m7!3m6!1s0x2dd2433ef165d9c5:0x9f7bf0cd1d9b2288!8m2!3d-8.759307!4d115.2219881!16s%2Fg%2F11r8s13wt!19sChIJxdll8T5D0i0RiCKbHc3we58?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,150000,"Jl. Pratama No.95, Tj. Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Sakala Beach Club
Mari Klub Bali,https://www.google.com/maps/place/Mari+Beach+Club+Bali/data=!4m7!3m6!1s0x2dd247fdc1963365:0x7e2afeb068989e95!8m2!3d-8.673399!4d115.146549!16s%2Fg%2F11q1q4fjjt!19sChIJZTOWwf1H0i0RlZ6YaLD-Kn4?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,250000,"Jl. Batu Belig No.66, Kerobokan Kelod, Kec. Kuta Utara, Bali, 80361, Indonesia",Mari Beach Club Bali
Azul Klub,https://www.google.com/maps/place/Azul+Beach+Club/data=!4m7!3m6!1s0x2dd246c268972c95:0xa519475aaf80c78b!8m2!3d-8.7072715!4d115.1664586!16s%2Fg%2F11c489f6vq!19sChIJlSyXaMJG0i0Ri8eAr1pHGaU?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,363120,"Jl. Padma No.2, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Azul Beach Club Bali
2.28 Klub,https://www.google.com/maps/place/2.28+Beach+Club/data=!4m7!3m6!1s0x2dd2432d9d050cef:0x8f93335c02cdd7bf!8m2!3d-8.8086137!4d115.2253234!16s%2Fg%2F11hb2ywf7n!19sChIJ7wwFnS1D0i0Rv9fNAlwzk48?authuser=0&hl=id&rclk=1,"4,8",Bali,Klub,150000,"Itdc Complex, Jl. Pantai Mengiat, Bali 80363, Indonesia",2.28 Beach Club
Jimbaran Klub,https://www.google.com/maps/place/Jimbaran+Beach+Club/data=!4m7!3m6!1s0x2dd244f31369512b:0x3f37b90c858f9dd6!8m2!3d-8.7817145!4d115.1631605!16s%2Fg%2F1pzpyfm0q!19sChIJK1FpE_NE0i0R1p2PhQy5Nz8?authuser=0&hl=id&rclk=1,"4,2",Bali,Klub,30000,"Jl. Pantai Muaya, Jimbaran, Kuta Selatan, Jl. Wanagiri No.1, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Jimbaran Beach Club
Cocoon Day Club,https://www.google.com/maps/place/Cocoon+Day+Club/data=!4m7!3m6!1s0x2dd247e858de9565:0xb91a2f6aeeb2724f!8m2!3d-8.6972771!4d115.1620901!16s%2Fg%2F11t_rb25sc!19sChIJZZXeWOhH0i0RT3Ky7movGrk?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,200000,"Pantai Double Six, Jl. Arjuna No.66, Seminyak, Kuta, Badung Regency, Bali 80361, Indonesia",Cocoon Beach Club Seminyak
Finns Klub,https://www.google.com/maps/place/Finns+Beach+Club/data=!4m10!3m9!1s0x2dd247e34ed21a49:0x4993b9f229a9b15f!5m2!4m1!1i2!8m2!3d-8.6667652!4d115.1393984!16s%2Fg%2F11n0cbw837!19sChIJSRrSTuNH0i0RX7GpKfK5k0k?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,250000,"Jl. Pantai Berawa No.99, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",FINNS Beach Club
Sundays Klub,https://www.google.com/maps/place/Sundays+Beach+Club/data=!4m7!3m6!1s0x2dd25b052ba7ef3f:0xb38f06acc4d67a83!8m2!3d-8.8460724!4d115.1485221!16s%2Fg%2F11by_dxz92!19sChIJP--nKwVb0i0Rg3rWxKwGj7M?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,250000,"Jl. Pantai Sel. Gau Banjar Wijaya Kusuma, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia",Sundays Beach Club
Palmilla Bali Klub,https://www.google.com/maps/place/Palmilla+Bali+Beach+Club/data=!4m7!3m6!1s0x2dd25be35cda91bb:0x96626e1286702c37!8m2!3d-8.8479375!4d115.1576875!16s%2Fg%2F11fkdz08s3!19sChIJu5HaXONb0i0RNyxwhhJuYpY?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,250000,"Ungasan, South Kuta, Badung Regency, Bali, Indonesia",Palmilla Bali Beach Club
Vue Klub Canggu,https://www.google.com/maps/place/Vue+Beach+Club+Canggu/data=!4m7!3m6!1s0x2dd2479d8a47971d:0xfa141d828332e834!8m2!3d-8.6685116!4d115.1412768!16s%2Fg%2F1hhgvk8mm!19sChIJHZdHip1H0i0RNOgyg4IdFPo?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,280000,"Canggu, Jl. Subak Sari 13, Tibubeneng, Kabupaten Badung, Bali 80361, Indonesia",Vue Beach Club Canggu
Mano Beach House,https://www.google.com/maps/place/Mano+Beach+House/data=!4m7!3m6!1s0x2dd2470e4afc396f:0x3ef4c63189558672!8m2!3d-8.6818168!4d115.1514832!16s%2Fg%2F1pzvnzt08!19sChIJbzn8Sg5H0i0RcoZViTHG9D4?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,250000,"Jl. Pantai Pura Petitenget Kerobokan Kelod, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia",Mano Beach House
Wayan Beach Klub,https://www.google.com/maps/place/Wayan+Beach+Club/data=!4m7!3m6!1s0x2dd25b251e85c663:0xfd21ea87b0793270!8m2!3d-8.8453788!4d115.1114476!16s%2Fg%2F11g1_ybgh7!19sChIJY8aFHiVb0i0RcDJ5sIfqIf0?authuser=0&hl=id&rclk=1,5,Bali,Klub,25000,"5436+RHW, Pecatu, South Kuta, Badung Regency, Bali, Indonesia",Wayan Beach Club
SURGA BEACHCLUB,https://www.google.com/maps/place/SURGA+BEACHCLUB/data=!4m7!3m6!1s0x2dd25b8ca17a40ff:0xa97e33762a57e35b!8m2!3d-8.847726!4d115.1550302!16s%2Fg%2F11stjbbxq2!19sChIJ_0B6oYxb0i0RW-NXKnYzfqk?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,95000,"Ungasan, South Kuta, Badung Regency, Bali, Indonesia",SURGA BEACHCLUB
Tropicola Klub Bali,https://www.google.com/maps/place/Tropicola+Beach+Club+Bali/data=!4m7!3m6!1s0x2dd247917699a45b:0xb980e23eb232d858!8m2!3d-8.6760372!4d115.1477238!16s%2Fg%2F11f7r7lvv4!19sChIJW6SZdpFH0i0RWNgysj7igLk?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,200000,"Jl. Pantai Batu Belig No 5, Kerobokan Kelod, Kec. Kuta Utara, Seminyak, Kerobokan Kelod, Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Tropicola Beach Club Bali
The Sand Beach Bar & Restaurant,https://www.google.com/maps/place/The+Sand+Beach+Bar+%26+Restaurant/data=!4m7!3m6!1s0x2dd246e109cb324d:0xb196a2c6f6ec0ff5!8m2!3d-8.6968531!4d115.16123!16s%2Fg%2F1q5bmnt3h!19sChIJTTLLCeFG0i0R9Q_s9sailrE?authuser=0&hl=id&rclk=1,4,Bali,Klub,0,"8536+7F5, Jl. Arjuna, Seminyak, Kec. Kuta, Kabupaten Badung, Bali, Indonesia",The Sand Beach Bar & Restaurant
Infinity Klub,https://www.google.com/maps/place/Infinity+Beach+Club/data=!4m7!3m6!1s0x2dd24746604c8a53:0xd76941a13b9c6c6c!8m2!3d-8.6865805!4d115.1538928!16s%2Fg%2F11rfpztdzf!19sChIJU4pMYEZH0i0RbGycO6FBadc?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,250000,"Seminyak, Bali, Badung Regency, Bali 80361, Indonesia",Infinity Beach Club
Sun.n.Sand BeachFront,https://www.google.com/maps/place/Sun.n.Sand+BeachFront/data=!4m7!3m6!1s0x2dd243557a787f83:0xf56ae3cf5617f7f5!8m2!3d-8.7580574!4d115.2219079!16s%2Fg%2F11smqhnb54!19sChIJg394elVD0i0R9fcXVs_javU?authuser=0&hl=id&rclk=1,"4,8",Bali,Klub,90000,"2701 S Ocean Blvd, Myrtle Beach, SC 29577, United States",Sun N Sand Resort
Club Med Beach,https://www.google.com/maps/place/Club+Med+Beach/data=!4m7!3m6!1s0x2dd2431f4b59e149:0x89533bf0a0a7a062!8m2!3d-8.7897385!4d115.2304607!16s%2Fg%2F11c3vq41jf!19sChIJSeFZSx9D0i0RYqCnoPA7U4k?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,920000,"Nizuc, Carretera, Zona Hotelera, 77500 Cancún, Q.R., Mexico",Club Med Cancún
Como Klub,https://www.google.com/maps/place/Como+Beach+Club/data=!4m7!3m6!1s0x2dd23876320ea001:0x8c6c4da8dab829da!8m2!3d-8.6558175!4d115.1262935!16s%2Fg%2F11f4lj3y2t!19sChIJAaAOMnY40i0R2im42qhNbIw?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,250000,"Jl. Pantai Batu Mejan, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",COMO Beach Club
The Klub Bar,https://www.google.com/maps/place/The+Beach+Club+Bar/data=!4m7!3m6!1s0x2dd242d7d677c11b:0xc21a216eba53f318!8m2!3d-8.802623!4d115.236473!16s%2Fg%2F1q62ccx4g!19sChIJG8F31tdC0i0RGPNTum4hGsI?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,100000,"5338 N 103rd St, Omaha, NE 68134, United States",Beach House Bar & Grill
Lucky Wins Beach Lounge,https://www.google.com/maps/place/Lucky+Wins+Beach+Lounge/data=!4m7!3m6!1s0x2dd2455d713c5835:0x5ef33f4992292d7a!8m2!3d-8.7936723!4d115.1224682!16s%2Fg%2F11h1z_pfkd!19sChIJNVg8cV1F0i0Rei0pkkk_814?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,0,"644C+GXP, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia",Lucky Wins Beach Lounge
Reef Klub,https://www.google.com/maps/place/Reef+Beach+Club/data=!4m7!3m6!1s0x2dd25d8e59e31505:0x39c60ae450bc0399!8m2!3d-8.830053!4d115.2188139!16s%2Fg%2F11fq4cpk21!19sChIJBRXjWY5d0i0RmQO8UOQKxjk?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,0,"Jl. Raya Nusa Dua Selatan, Sawangan, Nusa Dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Reef Beach Club
Mazu Klub Bali,https://www.google.com/maps/place/Mazu+Beach+Club+Bali/data=!4m7!3m6!1s0x2dd24518f390917d:0x77b8d2e096f42b91!8m2!3d-8.7936733!4d115.122468!16s%2Fg%2F11swt_41lq!19sChIJfZGQ8xhF0i0RkSv0luDSuHc?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,250000,"644C+GXP, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia",Mazu Beach Club Bali
Cattamaran Klub,https://www.google.com/maps/place/Cattamaran+Beach+Club/data=!4m7!3m6!1s0x2dd25bd177658d93:0x7a02435a34f5d64a!8m2!3d-8.8481875!4d115.1603802!16s%2Fg%2F11nnv6wmtt!19sChIJk41ld9Fb0i0RStb1NFpDAno?authuser=0&hl=id&rclk=1,"4,7",Bali,Klub,0,"Melasti Beach 88, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Tropical Temptation - Adult Only Beach Club
Mïnoo Klub,https://www.google.com/maps/place/M%C3%AFnoo+Beach+Club/data=!4m7!3m6!1s0x2dd25b7b19ddacbd:0xb087ed93a217ee03!8m2!3d-8.8482789!4d115.161177!16s%2Fg%2F11hf7s4fcz!19sChIJvazdGXtb0i0RA-4XopPth7A?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,150000,,
Klub Restaurant,https://www.google.com/maps/place/Beach+Club+Restaurant/data=!4m7!3m6!1s0x2dd2419538461855:0x8aa30c9e46f62321!8m2!3d-8.709017!4d115.2586562!16s%2Fg%2F1pzr7lxmx!19sChIJVRhGOJVB0i0RISP2Rp4Mo4o?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,250000,"5338 N 103rd St, Omaha, NE 68134, United States",Beach House Bar & Grill
Beach Bar - Alila Seminyak,https://www.google.com/maps/place/Beach+Bar+-+Alila+Seminyak/data=!4m7!3m6!1s0x2dd2470e86d889a3:0x589829aef0ff81b3!8m2!3d-8.6801343!4d115.1501385!16s%2Fg%2F11f4l9cjv6!19sChIJo4nYhg5H0i0Rs4H_8K4pmFg?authuser=0&hl=id&rclk=1,"4,7",Bali,Klub,50000,"Inside Alila Seminyak, Jl. Taman Ganesha Jl. Petitenget No.9A, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Beach Bar - Alila Seminyak
Timbis Klub,https://www.google.com/maps/place/Timbis+Beach+Club/data=!4m7!3m6!1s0x2dd25d5868b8fb43:0x9d93529f58afcc72!8m2!3d-8.8423515!4d115.1932483!16s%2Fg%2F11vl72_16x!19sChIJQ_u4aFhd0i0RcsyvWJ9Sk50?authuser=0&hl=id&rclk=1,"4,8",Bali,Klub,250000,"Jl. Pantai Pandawa, area Pantai, Timbis, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Timbis Beach Club
Nudi Beach Bar & Restaurant,https://www.google.com/maps/place/Nudi+Beach+Bar+%26+Restaurant/data=!4m7!3m6!1s0x2dd2431ae8875d9b:0x90af4d6c77f6f4e1!8m2!3d-8.782441!4d115.2253189!16s%2Fg%2F11dxpf6j6d!19sChIJm12H6BpD0i0R4fT2d2xNr5A?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,250000,"Jl. Pratama No.86, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Nudi Beach Bar & Restaurant
Kubu Private Klub,https://www.google.com/maps/place/Kubu+Private+Beach+Club/data=!4m7!3m6!1s0x2dd244ebffffffcf:0x5f3184e22e9201de!8m2!3d-8.7879753!4d115.1330871!16s%2Fg%2F11f2ckr77c!19sChIJz____-tE0i0R3gGSLuKEMV8?authuser=0&hl=id&rclk=1,"4,4",Bali,Klub,0,"AYANA Resort and Spa, Jl. Karang Mas Sejahtera, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia",Kubu Beach Club
Potato Head Klub,https://www.google.com/maps/place/Potato+Head+Beach+Club/data=!4m7!3m6!1s0x2dd24711ff4b76fd:0x1b9dac1a58048d4e!8m2!3d-8.6794353!4d115.1499342!16s%2Fg%2F1tf7j_07!19sChIJ_XZL_xFH0i0RTo0EWBqsnRs?authuser=0&hl=id&rclk=1,"4,6",Bali,Klub,90000,"Petitenget St No.51B, Seminyak, Kuta Utara, Badung Regency, Bali 80361, Indonesia",Potato Head Beach Club
Yeh Gangga Klub,https://www.google.com/maps/place/Yeh+Gangga+Beach+Club/data=!4m7!3m6!1s0x2dd237745172a86d:0xe217ca84edd56333!8m2!3d-8.5914323!4d115.0690213!16s%2Fg%2F11fp30nv_8!19sChIJbahyUXQ30i0RM2PV7YTKF-I?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,168000,"Jl. Yeh Gangga I, Kabupaten Tabanan, Bali 82115, Indonesia",Yeh Gangga Beach Club by Uname
Pavilion Surf Club Legian Beach,https://www.google.com/maps/place/Pavilion+Surf+Club+Legian+Beach/data=!4m7!3m6!1s0x2dd2475097f64ee9:0x7b7c7459a3ce06e1!8m2!3d-8.6990147!4d115.1626731!16s%2Fg%2F11kx2z6kx9!19sChIJ6U72l1BH0i0R4QbOo1l0fHs?authuser=0&hl=id&rclk=1,"4,7",Bali,Klub,400000,"Jl. Pantai Double Six No.10, Legian, Kuta, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Pavilion Surf Club Legian Beach
Atlas Klub,https://www.google.com/maps/place/Atlas+Beach+Club/data=!4m7!3m6!1s0x2dd2477f04748e85:0x65b83481caecd509!8m2!3d-8.665447!4d115.1384535!16s%2Fg%2F11jt8sv2fq!19sChIJhY50BH9H0i0RCdXsyoE0uGU?authuser=0&hl=id&rclk=1,"4,7",Bali,Klub,158000,"Jl. Pantai Berawa No.88, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Atlas Beach Club
Favela Chic Klub,https://www.google.com/maps/place/Favela+Chic+Beach+Club/data=!4m7!3m6!1s0x2dd238767b73abc7:0x35c7a1171daa291f!8m2!3d-8.6542552!4d115.1242847!16s%2Fg%2F11cjj01h3c!19sChIJx6tze3Y40i0RHymqHRehxzU?authuser=0&hl=id&rclk=1,"4,2",Bali,Klub,300000,"84WF+7PV, Canggu, Kuta Utara, Badung Regency, Bali, Indonesia",Favela Chic Beach Club
White Rock Klub,https://www.google.com/maps/place/White+Rock+Beach+Club/data=!4m7!3m6!1s0x2dd25b9674a61533:0x1a294fc8fe922212!8m2!3d-8.8480604!4d115.1571038!16s%2Fg%2F11pzy84rhr!19sChIJMxWmdJZb0i0REiKS_shPKRo?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,250000,"Pantai Melasti, Ungasan, South Kuta, Badung Regency, Bali 80361, Indonesia",White Rock Beach Club
Luna Klub,https://www.google.com/maps/place/Luna+Beach+Club/data=!4m7!3m6!1s0x2dd23973ac416395:0xfbe94c3423f0ca32!8m2!3d-8.6307848!4d115.1006557!16s%2Fg%2F11v5vkbxbw!19sChIJlWNBrHM50i0RMsrwIzRM6fs?authuser=0&hl=id&rclk=1,"4,1",Bali,Klub,250000,"74 Seaworld Dr, Main Beach QLD 4217, Australia",La Luna Beach Club
Echo Klub,https://www.google.com/maps/place/Echo+Beach+Club/data=!4m7!3m6!1s0x2dd238762bb93049:0xc1a8210a8aa76f54!8m2!3d-8.6488688!4d115.1619384!16s%2Fg%2F12hs83g6x!19sChIJSTC5K3Y40i0RVG-nigohqME?authuser=0&hl=id&rclk=1,"4,3",Bali,Klub,100000,"Jl. Raya Anyar No.24A, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Charred Grill House
ARTOTEL Klub,https://www.google.com/maps/place/ARTOTEL+Beach+Club/data=!4m7!3m6!1s0x2dd241c06930f965:0x848a00f6cccf414d!8m2!3d-8.6880672!4d115.2643708!16s%2Fg%2F11f2y44rk4!19sChIJZfkwacBB0i0RTUHPzPYAioQ?authuser=0&hl=id&rclk=1,"4,5",Bali,Klub,1176000,"Jl. Danau Tamblingan No.35, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",ARTOTEL Beach Club
dream island bali Klub,https://www.google.com/maps/place/dream+island+bali+beach+club/data=!4m7!3m6!1s0x2dd24199c3b395c5:0x9e93286ad5f463da!8m2!3d-8.7121572!4d115.2471859!16s%2Fg%2F11c2k6r0yq!19sChIJxZWzw5lB0i0R2mP01Wook54?authuser=0&hl=id&rclk=1,"4,2",Bali,Klub,20000,"Jalan Pengembak No.44, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Dream Island Bali Beach Club
